date,open,high,low,close,volume
2018-05-29,5466.47998046875,5480.18017578125,5389.60986328125,5438.06005859375,141981600
2018-05-30,5420.14990234375,5434.240234375,5386.14990234375,5427.35009765625,116950900
2018-05-31,5440.9501953125,5453.009765625,5381.3798828125,5398.39990234375,144487200
2018-06-01,5440.419921875,5482.56005859375,5438.31005859375,5465.52978515625,99399200
2018-06-04,5497.740234375,5501.47998046875,5468.919921875,5472.91015625,79269000
2018-06-05,5464.8798828125,5512.81982421875,5460.9501953125,5460.9501953125,84084300
2018-06-06,5470.580078125,5480.31005859375,5419.93994140625,5457.56005859375,88256900
2018-06-07,5482.60986328125,5500.31982421875,5440.66015625,5448.35986328125,80269600
2018-06-08,5419.7099609375,5458.85009765625,5405.35986328125,5450.22021484375,79611800
2018-06-11,5459.81005859375,5480.419921875,5451.1298828125,5473.91015625,87500400
2018-06-12,5494.830078125,5496.47021484375,5448.7001953125,5453.3701171875,78558400
2018-06-13,5457.31005859375,5474.009765625,5447.89990234375,5452.72998046875,82724700
2018-06-14,5420.39013671875,5543.2900390625,5408.2998046875,5528.4599609375,99909400
2018-06-15,5542.81982421875,5560.6201171875,5501.8798828125,5501.8798828125,189560900
2018-06-18,5487.7001953125,5491.83984375,5418.47998046875,5450.47998046875,84643700
2018-06-19,5387.81005859375,5398.0400390625,5366.0498046875,5390.6298828125,87760800
2018-06-20,5418.2001953125,5418.2001953125,5372.0400390625,5372.31005859375,83444100
2018-06-21,5386.8798828125,5396.47021484375,5302.08984375,5316.009765625,92471200
2018-06-22,5330.0498046875,5389.31982421875,5327.02978515625,5387.3798828125,74045400
2018-06-25,5350.9599609375,5362.330078125,5283.85986328125,5283.85986328125,61986900
2018-06-26,5308.8798828125,5315.56005859375,5281.2900390625,5281.2900390625,66678000
2018-06-27,5284.4599609375,5371.580078125,5246.41015625,5327.2001953125,91539300
2018-06-28,5308.43994140625,5341.08984375,5250.22021484375,5275.64013671875,91384400
2018-06-29,5335.240234375,5357.9501953125,5318.47021484375,5323.52978515625,96281300
2018-07-02,5264.39990234375,5293.39990234375,5242.64013671875,5276.759765625,84519600
2018-07-03,5302.35986328125,5336.2001953125,5284.1298828125,5316.77001953125,79762300
2018-07-04,5313.9599609375,5333.22021484375,5307.2001953125,5320.5,63961500
2018-07-05,5326.02001953125,5391.56982421875,5324.52001953125,5366.31982421875,95493300
2018-07-06,5387.18017578125,5393.4599609375,5345.4599609375,5375.77001953125,72631100
2018-07-09,5403.0400390625,5418.9501953125,5384.60009765625,5398.10986328125,68001100
2018-07-10,5410.18994140625,5437.0498046875,5404.89990234375,5434.35986328125,73970700
2018-07-11,5393.41015625,5396.7001953125,5353.93017578125,5353.93017578125,87179200
2018-07-12,5369.18994140625,5406.47998046875,5349.47998046875,5405.89990234375,77442500
2018-07-13,5428.0400390625,5439.56005859375,5418.169921875,5429.2001953125,66789800
2018-07-16,5429.43017578125,5439.66015625,5404.52001953125,5409.43017578125,56645300
2018-07-17,5405.60986328125,5426.77978515625,5383.0,5422.5400390625,63232400
2018-07-18,5441.5400390625,5459.72021484375,5438.31005859375,5447.43994140625,72157000
2018-07-19,5437.7099609375,5444.18994140625,5409.77001953125,5417.06982421875,73346300
2018-07-20,5409.669921875,5424.3701171875,5342.2998046875,5398.31982421875,93503600
2018-07-23,5382.85986328125,5385.830078125,5358.81982421875,5378.25,58933900
2018-07-24,5399.18994140625,5453.0498046875,5389.77001953125,5434.18994140625,96565100
2018-07-25,5445.240234375,5452.25,5413.66015625,5426.41015625,81395300
2018-07-26,5463.2900390625,5480.5498046875,5435.27001953125,5480.5498046875,98897800
2018-07-27,5477.52978515625,5514.39990234375,5475.77001953125,5511.759765625,104519100
2018-07-30,5490.2001953125,5507.47998046875,5482.240234375,5491.22021484375,68998200
2018-07-31,5505.52001953125,5529.02978515625,5496.41015625,5511.2998046875,97712800
2018-08-01,5520.330078125,5531.580078125,5495.7900390625,5498.3701171875,81015200
2018-08-02,5477.6298828125,5483.740234375,5445.91015625,5460.97998046875,95127100
2018-08-03,5475.81982421875,5491.77978515625,5459.27001953125,5478.97998046875,72256600
2018-08-06,5487.27978515625,5501.5400390625,5456.509765625,5477.18017578125,61262700
2018-08-07,5490.91015625,5539.41015625,5490.080078125,5521.31005859375,65874000
2018-08-08,5518.490234375,5530.02001953125,5497.10009765625,5501.89990234375,57616100
2018-08-09,5487.919921875,5502.419921875,5468.64013671875,5502.25,55242100
2018-08-10,5455.9599609375,5466.669921875,5391.009765625,5414.68017578125,103117500
2018-08-13,5402.41015625,5428.91015625,5385.18994140625,5412.31982421875,66875100
2018-08-14,5437.43017578125,5447.93017578125,5392.39013671875,5403.41015625,68465700
2018-08-15,5414.75,5417.18994140625,5287.18017578125,5305.22021484375,87832500
2018-08-16,5326.169921875,5354.9501953125,5307.16015625,5349.02001953125,64762100
2018-08-17,5356.490234375,5366.56005859375,5313.990234375,5344.93017578125,64188500
2018-08-20,5362.3701171875,5397.77978515625,5356.31982421875,5379.64990234375,48284100
2018-08-21,5372.02001953125,5427.259765625,5367.3798828125,5408.60009765625,56477500
2018-08-22,5401.43017578125,5431.52001953125,5401.43017578125,5420.60986328125,71435300
2018-08-23,5422.39013671875,5436.72021484375,5415.43017578125,5419.330078125,52041400
2018-08-24,5422.77978515625,5449.75,5421.2099609375,5432.5,52056700
2018-08-27,5455.39990234375,5487.4501953125,5448.490234375,5479.10009765625,43768100
2018-08-28,5489.509765625,5506.759765625,5477.35009765625,5484.990234375,62817700
2018-08-29,5495.9501953125,5504.31982421875,5476.27001953125,5501.330078125,52978800
2018-08-30,5494.02001953125,5498.77001953125,5467.1201171875,5478.06005859375,64286100
2018-08-31,5470.7998046875,5471.0498046875,5403.16015625,5406.85009765625,89131200
2018-09-03,5400.7001953125,5417.4599609375,5387.2099609375,5413.7998046875,48627400
2018-09-04,5423.669921875,5428.22021484375,5322.77001953125,5342.7001953125,79249300
2018-09-05,5322.080078125,5324.0,5259.97998046875,5260.22021484375,103548700
2018-09-06,5254.7001953125,5292.43017578125,5243.81005859375,5243.83984375,79501100
2018-09-07,5252.97998046875,5266.6298828125,5226.31005859375,5252.22021484375,83620300
2018-09-10,5250.759765625,5291.2099609375,5241.18017578125,5269.6298828125,71394000
2018-09-11,5284.240234375,5285.02001953125,5240.0400390625,5283.7900390625,74742700
2018-09-12,5294.580078125,5338.6298828125,5293.6201171875,5332.1298828125,75458800
2018-09-13,5327.93994140625,5366.33984375,5325.2998046875,5328.1201171875,75754300
2018-09-14,5353.580078125,5362.2001953125,5338.25,5352.56982421875,66793100
2018-09-17,5344.5498046875,5358.18017578125,5329.97021484375,5348.8701171875,66172300
2018-09-18,5348.490234375,5389.759765625,5339.6201171875,5363.7900390625,80228500
2018-09-19,5362.93994140625,5406.06005859375,5361.330078125,5393.740234375,85324800
2018-09-20,5398.2001953125,5461.10986328125,5398.2001953125,5451.58984375,108602600
2018-09-21,5463.66015625,5499.02978515625,5463.66015625,5494.169921875,222510800
2018-09-24,5480.64013671875,5488.18017578125,5463.43994140625,5476.169921875,73646100
2018-09-25,5468.91015625,5497.14990234375,5468.77978515625,5479.10009765625,74313200
2018-09-26,5482.990234375,5512.75,5471.56982421875,5512.72998046875,77971500
2018-09-27,5500.25,5546.7998046875,5485.830078125,5540.41015625,74700600
2018-09-28,5514.5498046875,5527.240234375,5458.2099609375,5493.490234375,112190100
2018-10-01,5494.93017578125,5519.93994140625,5491.169921875,5506.81982421875,75188000
2018-10-02,5473.7900390625,5480.240234375,5440.77978515625,5467.89013671875,83460200
2018-10-03,5485.02001953125,5509.080078125,5468.47021484375,5491.39990234375,65565700
2018-10-04,5471.8798828125,5477.919921875,5404.83984375,5410.85009765625,94188600
2018-10-05,5407.580078125,5412.31005859375,5354.7900390625,5359.35986328125,84127700
2018-10-08,5339.490234375,5349.31005859375,5291.740234375,5300.25,69434100
2018-10-09,5304.10986328125,5328.3701171875,5260.52978515625,5318.5498046875,78857600
2018-10-10,5319.27001953125,5319.8798828125,5200.10986328125,5206.22021484375,104816300
2018-10-11,5128.22021484375,5175.35986328125,5101.89990234375,5106.3701171875,141209700
2018-10-12,5160.22998046875,5164.02978515625,5095.740234375,5095.97998046875,98283100
2018-10-15,5095.1201171875,5105.93017578125,5058.0498046875,5095.06982421875,79093900
2018-10-16,5094.43994140625,5176.7998046875,5082.41015625,5173.0498046875,88042700
2018-10-17,5187.10986328125,5205.3798828125,5117.22998046875,5144.9501953125,90604000
2018-10-18,5150.22998046875,5175.58984375,5115.31005859375,5116.7900390625,99240000
2018-10-19,5119.64013671875,5133.58984375,5057.4501953125,5084.66015625,130238900
2018-10-22,5130.2900390625,5135.68994140625,5052.240234375,5053.31005859375,74610400
2018-10-23,4991.91015625,5009.43017578125,4955.669921875,4967.68994140625,114932000
2018-10-24,4995.77001953125,5043.3701171875,4951.16015625,4953.08984375,116382700
2018-10-25,4933.9501953125,5033.52001953125,4925.56005859375,5032.2998046875,125445400
2018-10-26,4978.39013671875,4978.39013671875,4896.7998046875,4967.3701171875,131619600
2018-10-29,4958.509765625,5030.02001953125,4958.509765625,4989.35009765625,83255000
2018-10-30,4996.919921875,5010.43994140625,4929.93994140625,4978.52978515625,96430500
2018-10-31,5049.740234375,5106.759765625,5047.35009765625,5093.43994140625,130251200
2018-11-01,5076.5498046875,5119.68017578125,5060.759765625,5085.77978515625,86117000
2018-11-02,5147.02001953125,5162.18017578125,5101.27978515625,5102.1298828125,94431400
2018-11-05,5101.8701171875,5124.18994140625,5092.35986328125,5101.39013671875,68302600
2018-11-06,5110.7998046875,5110.7998046875,5066.39013671875,5075.18994140625,67159700
2018-11-07,5100.080078125,5150.64013671875,5098.89990234375,5137.93994140625,88816200
2018-11-08,5147.18994140625,5168.10986328125,5120.14013671875,5131.4501953125,87240200
2018-11-09,5103.43017578125,5112.56982421875,5072.2099609375,5106.75,84712400
2018-11-12,5130.3798828125,5140.4501953125,5058.490234375,5059.08984375,77068100
2018-11-13,5077.56982421875,5106.77001953125,5054.89990234375,5101.85009765625,78747800
2018-11-14,5062.43994140625,5131.0400390625,5026.22021484375,5068.85009765625,88350000
2018-11-15,5097.08984375,5106.56005859375,4993.47998046875,5033.6201171875,99859900
2018-11-16,5068.64013671875,5081.0,4986.18994140625,5025.2001953125,99615100
2018-11-19,5040.68017578125,5062.75,4979.97998046875,4985.4501953125,75776800
2018-11-20,4962.85009765625,4967.97998046875,4894.2998046875,4924.89013671875,97368100
2018-11-21,4949.72021484375,4978.919921875,4930.25,4975.5,82217400
2018-11-22,4958.89013671875,4961.35009765625,4923.7998046875,4938.14013671875,60539000
2018-11-23,4939.7900390625,4968.5,4913.72021484375,4946.9501953125,61973700
2018-11-26,4982.5400390625,5023.77978515625,4973.7099609375,4994.97998046875,94237200
2018-11-27,4992.52978515625,5013.68994140625,4958.7099609375,4983.14990234375,85316600
2018-11-28,4998.14013671875,5007.47021484375,4977.93017578125,4983.240234375,84265900
2018-11-29,5026.66015625,5036.81005859375,4995.9501953125,5006.25,82130300
2018-11-30,5016.4501953125,5016.85986328125,4974.990234375,5003.919921875,107965900
2018-12-03,5112.580078125,5115.1298828125,5043.2001953125,5053.97998046875,101898900
2018-12-04,5036.9501953125,5043.259765625,5012.47998046875,5012.66015625,84238000
2018-12-05,4963.18017578125,4976.6298828125,4941.4501953125,4944.3701171875,78499500
2018-12-06,4898.35009765625,4898.35009765625,4760.97998046875,4780.4599609375,140516600
2018-12-07,4813.6201171875,4877.1298828125,4812.3798828125,4813.1298828125,95511500
2018-12-10,4797.919921875,4809.97998046875,4732.02001953125,4742.3798828125,108458800
2018-12-11,4781.93994140625,4853.919921875,4770.06982421875,4806.2001953125,101943600
2018-12-12,4834.240234375,4924.66015625,4829.1201171875,4909.4501953125,106795300
2018-12-13,4926.85986328125,4935.47998046875,4890.43994140625,4896.919921875,88192400
2018-12-14,4853.1201171875,4873.16015625,4822.89013671875,4853.7001953125,89679200
2018-12-17,4840.1201171875,4847.5,4788.8798828125,4799.8701171875,83817900
2018-12-18,4773.18994140625,4804.97998046875,4754.080078125,4754.080078125,109281600
2018-12-19,4766.72998046875,4794.009765625,4761.6298828125,4777.4501953125,96198400
2018-12-20,4709.75,4719.60986328125,4685.60986328125,4692.4599609375,120847000
2018-12-21,4672.77001953125,4696.18017578125,4628.240234375,4694.3798828125,187129800
2018-12-24,4650.419921875,4664.2001953125,4622.02978515625,4626.39013671875,24595900
2018-12-27,4689.2001953125,4692.43017578125,4555.990234375,4598.60986328125,89451800
2018-12-28,4641.0498046875,4700.490234375,4623.97021484375,4678.740234375,67583000
2018-12-31,4708.740234375,4731.490234375,4696.1201171875,4730.68994140625,23249900
2019-01-02,4642.18017578125,4699.97998046875,4606.2001953125,4689.39013671875,76980400
2019-01-03,4641.7998046875,4671.27978515625,4607.68017578125,4611.490234375,78741500
2019-01-04,4649.6298828125,4750.509765625,4636.7900390625,4737.1201171875,95967400
2019-01-07,4757.009765625,4760.27001953125,4690.22021484375,4719.169921875,73900700
2019-01-08,4722.16015625,4810.27001953125,4719.22998046875,4773.27001953125,98114900
2019-01-09,4811.18017578125,4843.47998046875,4801.830078125,4813.580078125,94180800
2019-01-10,4788.759765625,4805.66015625,4759.759765625,4805.66015625,76138500
2019-01-11,4814.66015625,4821.27978515625,4760.83984375,4781.33984375,77037500
2019-01-14,4740.31005859375,4773.14990234375,4730.5498046875,4762.75,69500100
2019-01-15,4799.580078125,4816.72998046875,4754.68994140625,4786.169921875,83421600
2019-01-16,4811.58984375,4816.490234375,4784.7900390625,4810.740234375,81097500
2019-01-17,4782.6298828125,4801.669921875,4772.64013671875,4794.3701171875,82674400
2019-01-18,4825.97021484375,4881.56982421875,4824.259765625,4875.93017578125,106129400
2019-01-21,4865.7900390625,4872.6201171875,4859.759765625,4867.77978515625,49416900
2019-01-22,4841.18017578125,4863.2998046875,4824.06005859375,4847.52978515625,67998400
2019-01-23,4831.919921875,4875.41015625,4820.14013671875,4840.3798828125,78599700
2019-01-24,4839.58984375,4883.89990234375,4832.39990234375,4871.9599609375,82884500
2019-01-25,4895.58984375,4931.7998046875,4890.89990234375,4925.81982421875,82965000
2019-01-28,4903.9501953125,4912.10009765625,4878.6201171875,4888.580078125,64841000
2019-01-29,4889.33984375,4949.4501953125,4879.66015625,4928.18017578125,66407300
2019-01-30,4943.68017578125,4974.759765625,4942.64013671875,4974.759765625,68861600
2019-01-31,4993.08984375,5016.27978515625,4955.5,4992.72021484375,102641200
2019-02-01,5004.64990234375,5023.3701171875,4980.5,5019.259765625,79792300
2019-02-04,5014.31005859375,5019.39990234375,4970.7001953125,5000.18994140625,70664200
2019-02-05,5009.830078125,5083.33984375,4997.52978515625,5083.33984375,87212600
2019-02-06,5060.64990234375,5083.81005859375,5058.0400390625,5079.0498046875,85303500
2019-02-07,5075.75,5083.89013671875,4985.56005859375,4985.56005859375,111261700
2019-02-08,4980.81005859375,5005.64013671875,4946.14013671875,4961.64013671875,100191000
2019-02-11,4988.08984375,5023.2900390625,4986.2998046875,5014.47021484375,70045200
2019-02-12,5052.330078125,5073.7900390625,5039.990234375,5056.35009765625,81414900
2019-02-13,5071.5400390625,5092.18994140625,5061.60009765625,5074.27001953125,84733400
2019-02-14,5117.7900390625,5117.7900390625,5062.52001953125,5062.52001953125,90012000
2019-02-15,5061.5400390625,5164.580078125,5059.5,5153.18994140625,110465200
2019-02-18,5149.06005859375,5170.9599609375,5147.81005859375,5168.5400390625,60816200
2019-02-19,5162.31005859375,5176.41015625,5137.169921875,5160.52001953125,67491900
2019-02-20,5168.58984375,5202.89990234375,5159.06005859375,5195.9501953125,74722600
2019-02-21,5200.1201171875,5206.3798828125,5180.6201171875,5196.10986328125,95156300
2019-02-22,5190.93994140625,5226.7998046875,5190.27978515625,5215.85009765625,75215100
2019-02-25,5228.25,5242.22021484375,5219.39013671875,5231.85009765625,72266600
2019-02-26,5212.85986328125,5248.5,5197.2900390625,5238.72021484375,74612300
2019-02-27,5218.1201171875,5236.830078125,5211.5400390625,5225.35009765625,86877000
2019-02-28,5204.77001953125,5247.5498046875,5204.77001953125,5240.52978515625,110811900
2019-03-01,5267.14013671875,5286.68994140625,5262.47021484375,5265.18994140625,88315600
2019-03-04,5291.1298828125,5310.64013671875,5283.35009765625,5286.56982421875,63344600
2019-03-05,5288.5498046875,5297.990234375,5267.56982421875,5297.52001953125,74259300
2019-03-06,5288.39990234375,5314.97021484375,5281.9501953125,5288.81005859375,18519200
2019-03-07,5282.14013671875,5306.08984375,5249.31982421875,5267.919921875,100441400
2019-03-08,5233.97021484375,5252.35009765625,5221.02978515625,5231.22021484375,99881400
2019-03-11,5253.490234375,5268.58984375,5230.16015625,5265.9599609375,71957700
2019-03-12,5290.93994140625,5294.830078125,5245.759765625,5270.25,79641900
